,cat_id,area_m2,N,K,source,divide_id
1709,95536,9923850.27,10.0,0.1877,calibrated,cat-95536
1710,95540,11992049.987,8.6683,0.2842,regionalized,cat-95540
1711,95541,8486549.343,8.6791,0.2825,regionalized,cat-95541
1712,95546,4385700.63,10.0,0.1631,regionalized,cat-95546
1713,95548,5976899.951,9.8068,0.1999,regionalized,cat-95548
1714,95549,6553800.536,9.2496,0.237,regionalized,cat-95549
1715,95550,4752449.775,9.9301,0.1922,regionalized,cat-95550
1716,95551,7285950.311,9.5627,0.2157,regionalized,cat-95551
1717,95552,3505499.631,10.0,0.1844,regionalized,cat-95552
1718,95553,5809499.896,8.5734,0.2908,regionalized,cat-95553
1719,95554,4773600.014,10.0,0.1868,calibrated,cat-95554
1720,95555,6186600.401,9.6941,0.2069,regionalized,cat-95555
1721,95556,3949199.816,10.0,0.1801,calibrated,cat-95556
1722,95557,14487748.942,8.6495,0.2862,regionalized,cat-95557
1723,95558,7588800.302,9.548,0.2167,regionalized,cat-95558
1724,95576,5289300.122,9.5284,0.2173,regionalized,cat-95576
1725,95577,4373549.739,9.5834,0.2134,regionalized,cat-95577
1726,95578,3620249.604,10.0,0.1837,calibrated,cat-95578
1727,95579,10215450.445,9.7178,0.2063,regionalized,cat-95579
1728,95580,6466500.027,9.2823,0.2346,regionalized,cat-95580
1729,95583,4645800.382,10.0,0.188,regionalized,cat-95583
1730,95584,4517550.153,10.0,0.1877,calibrated,cat-95584
1731,95585,3330450.364,10.0,0.1778,regionalized,cat-95585
1732,95586,8513550.153,8.95,0.2601,regionalized,cat-95586
1733,95587,3496499.298,10.0,0.1819,calibrated,cat-95587
1734,95588,11088900.202,8.4763,0.3011,regionalized,cat-95588
1735,95589,6550199.851,8.8097,0.2709,regionalized,cat-95589
1736,95590,4628250.072,10.0,0.1813,calibrated,cat-95590
1737,95592,15884550.099,8.9045,0.2651,regionalized,cat-95592
1738,95594,4449149.536,10.0,0.188,calibrated,cat-95594
1739,95596,4391099.861,10.0,0.1834,calibrated,cat-95596
1740,95597,8052750.419,10.0,0.1261,regionalized,cat-95597
1741,95599,3191399.676,10.0,0.1796,calibrated,cat-95599
1742,95600,4131900.211,9.6077,0.2117,regionalized,cat-95600
1743,95601,10865249.707,8.7941,0.2733,regionalized,cat-95601
1744,95602,9341550.333,8.592,0.2903,regionalized,cat-95602
1745,95605,3448800.009,10.0,0.185,calibrated,cat-95605
1746,95606,3015000.22,9.9771,0.1888,regionalized,cat-95606
1747,95607,4664249.716,9.5792,0.2138,regionalized,cat-95607
1748,95608,3393899.973,10.0,0.1591,regionalized,cat-95608
1749,95609,7064550.499,9.6961,0.207,regionalized,cat-95609
1750,95611,7526249.217,10.0,0.1903,calibrated,cat-95611
1751,95612,14530949.996,7.7963,0.371,regionalized,cat-95612
1752,95613,5803200.184,10.0,0.1953,calibrated,cat-95613
1753,95615,10455300.049,9.1005,0.2489,regionalized,cat-95615
1754,95617,8449649.555,10.0,0.1902,calibrated,cat-95617
1755,95618,13610249.672,7.9765,0.351,regionalized,cat-95618
1756,95623,4792499.393,9.4338,0.2235,regionalized,cat-95623
1757,95624,4635449.698,9.6172,0.2113,regionalized,cat-95624
1758,95625,3157650.243,9.4102,0.2244,regionalized,cat-95625
1759,95626,3111300.306,9.4486,0.2217,regionalized,cat-95626
1760,95627,8535600.293,9.1162,0.2473,regionalized,cat-95627
1761,95628,7447049.505,10.0,0.1903,calibrated,cat-95628
1762,95632,2261700.059,10.0,0.158,regionalized,cat-95632
1763,95633,4681350.103,10.0,0.1838,calibrated,cat-95633
1764,95634,6473250.229,10.0,0.1881,calibrated,cat-95634
1765,95636,6731549.937,8.8142,0.2706,regionalized,cat-95636
1766,95637,3504149.267,9.8615,0.1958,regionalized,cat-95637
1767,95652,7894349.334,9.6156,0.2123,regionalized,cat-95652
1768,95653,2121750.076,10.0,0.1436,regionalized,cat-95653
1769,95654,5039550.189,9.6369,0.2102,regionalized,cat-95654
1770,95655,4316400.275,8.8809,0.2642,regionalized,cat-95655
1771,95656,8752950.131,9.8205,0.1997,regionalized,cat-95656
1772,95657,5946750.446,9.741,0.2039,regionalized,cat-95657
1773,95658,11625299.748,8.3559,0.3124,regionalized,cat-95658
1774,95659,6457949.523,8.8604,0.2667,regionalized,cat-95659
1775,95660,10183050.796,8.9439,0.261,regionalized,cat-95660
1776,95663,5180399.734,10.0,0.1824,calibrated,cat-95663
1777,95664,2869649.847,10.0,0.1633,regionalized,cat-95664
1778,95665,3677849.883,9.9432,0.191,regionalized,cat-95665
1779,95666,5802299.744,9.3065,0.2327,regionalized,cat-95666
1780,95668,5668649.689,8.897,0.2635,regionalized,cat-95668
1781,95669,5507549.672,10.0,0.1893,calibrated,cat-95669
1782,95670,11259000.229,8.8471,0.269,regionalized,cat-95670
1783,95671,9282150.184,9.2154,0.2401,regionalized,cat-95671
1784,95672,7603649.222,10.0,0.1864,calibrated,cat-95672
1785,95673,5477849.941,9.6432,0.21,regionalized,cat-95673
1786,95674,5382900.045,9.491,0.2199,regionalized,cat-95674
1787,95675,4805099.424,9.8149,0.199,regionalized,cat-95675
1788,95678,4651649.941,9.4161,0.2247,regionalized,cat-95678
1789,95679,6636599.879,10.0,0.1903,calibrated,cat-95679
1790,95681,3791250.815,10.0,0.1844,calibrated,cat-95681
1791,95682,8866800.526,10.0,0.1956,calibrated,cat-95682
1792,95685,11083049.645,10.0,0.1903,calibrated,cat-95685
1793,95686,10406699.753,8.2904,0.3185,regionalized,cat-95686
1794,95687,3778200.063,9.44,0.2227,regionalized,cat-95687
1795,95688,3181499.483,10.0,0.1817,regionalized,cat-95688
1796,95689,3855149.752,9.6077,0.2116,regionalized,cat-95689
1797,95690,4260600.405,9.4871,0.2197,regionalized,cat-95690
1798,95691,6719400.383,9.4629,0.2221,regionalized,cat-95691
1799,95692,4709250.059,9.6916,0.2066,regionalized,cat-95692
1800,95693,4477949.905,9.2729,0.2346,regionalized,cat-95693
1801,95694,3090600.166,10.0,0.1751,regionalized,cat-95694
1802,95695,3112200.113,9.9539,0.1902,regionalized,cat-95695
1803,95696,3357900.153,9.8375,0.1971,regionalized,cat-95696
1804,95697,6131249.726,9.6538,0.2094,regionalized,cat-95697
1805,95699,3754799.815,9.8875,0.1943,regionalized,cat-95699
1806,95701,3633750.495,10.0,0.1815,calibrated,cat-95701
1807,95703,3035249.532,10.0,0.1806,calibrated,cat-95703
1808,95704,8950049.375,10.0,0.1888,calibrated,cat-95704
1809,95706,5324850.423,10.0,0.2102,calibrated,cat-95706
1810,95707,3851549.581,10.0,0.1805,calibrated,cat-95707
1811,95708,5023350.445,9.7367,0.2039,regionalized,cat-95708
1812,95709,4475699.789,10.0,0.1812,calibrated,cat-95709
1813,95711,2673899.645,10.0,0.1457,regionalized,cat-95711
1814,95712,6681150.243,10.0,0.157,regionalized,cat-95712
1815,95714,1385100.365,10.0,0.1632,regionalized,cat-95714
1816,95717,2246849.896,9.667,0.2069,regionalized,cat-95717
1817,95718,2437650.32,9.8301,0.197,regionalized,cat-95718
1818,95720,1642949.771,10.0,0.1854,regionalized,cat-95720
1819,95722,7292700.175,8.0391,0.3426,regionalized,cat-95722
1820,95874,8298900.747,7.8136,0.3674,regionalized,cat-95874
1821,95877,7119449.739,2.1859,2.1564,calibrated,cat-95877
1822,95880,3789899.356,9.452,0.2218,regionalized,cat-95880
1823,95884,3293550.036,8.7517,0.2742,regionalized,cat-95884
1824,95885,1206899.946,10.0,0.1539,regionalized,cat-95885
1825,95886,6542550.328,8.8641,0.2664,regionalized,cat-95886
1826,95887,7074449.505,2.9892,1.59,regionalized,cat-95887
1827,95888,6117300.545,3.9682,1.1795,regionalized,cat-95888
1828,95889,9098099.694,3.9188,1.2011,regionalized,cat-95889
1829,95890,4497299.91,8.9906,0.2556,regionalized,cat-95890
1830,95893,6749549.995,6.986,0.4715,regionalized,cat-95893
1831,95894,2288250.338,9.7017,0.2048,regionalized,cat-95894
1832,95905,2710799.176,10.0,0.1873,calibrated,cat-95905
1833,95909,3847050.522,6.139,0.6071,regionalized,cat-95909
1834,95910,4745700.868,10.0,0.1939,calibrated,cat-95910
1835,95912,4753350.203,10.0,0.1901,calibrated,cat-95912
1836,95915,4162499.559,8.7892,0.2716,regionalized,cat-95915
1837,95916,3321900.468,10.0,0.1886,calibrated,cat-95916
1838,95918,3217499.694,10.0,0.1899,calibrated,cat-95918
1839,95919,3667050.153,9.0898,0.2476,regionalized,cat-95919
1840,95921,850500.122,10.0,0.1893,calibrated,cat-95921
1841,95924,8807400.634,8.3104,0.316,regionalized,cat-95924
1842,95925,5083200.14,8.7049,0.279,regionalized,cat-95925
1843,95926,3278250.167,10.0,0.1867,calibrated,cat-95926
1844,95927,4496850.554,9.6386,0.2099,regionalized,cat-95927
1845,95928,6596550.112,7.8724,0.3602,regionalized,cat-95928
1846,95929,1424699.627,10.0,0.178,regionalized,cat-95929
1847,95930,9346049.905,7.5372,0.3999,regionalized,cat-95930
1848,95932,3897450.216,8.4704,0.299,regionalized,cat-95932
1849,95933,3824999.748,8.8203,0.2688,regionalized,cat-95933
1850,95935,3373650.216,10.0,0.1903,calibrated,cat-95935
1851,95936,3750749.789,8.2032,0.3243,regionalized,cat-95936
1852,95937,4922100.608,10.0,0.1903,calibrated,cat-95937
1853,95938,3583800.319,10.0,0.1887,calibrated,cat-95938
1854,95939,16032599.258,4.2303,1.0973,regionalized,cat-95939
1855,95942,856799.82,9.9866,0.1863,regionalized,cat-95942
1856,95944,3666599.986,4.9461,0.8722,regionalized,cat-95944
1857,95946,8479799.478,7.9591,0.3516,regionalized,cat-95946
1858,95948,6412049.604,7.3396,0.4234,regionalized,cat-95948
1859,95950,4611149.28,9.374,0.2275,regionalized,cat-95950
1860,95953,3207150.158,8.0516,0.3391,regionalized,cat-95953
1861,95954,787949.82,10.0,0.1726,regionalized,cat-95954
1862,95956,13965300.373,5.2249,0.81,regionalized,cat-95956
1863,95957,4212449.762,9.893,0.1941,regionalized,cat-95957
1864,95959,1460249.995,9.8592,0.1945,regionalized,cat-95959
1865,95960,3015900.297,9.1238,0.2447,regionalized,cat-95960
1866,95962,1578599.978,9.9621,0.1886,regionalized,cat-95962
1867,95963,2509650.148,9.7615,0.2012,regionalized,cat-95963
1868,95965,1616400.274,10.0,0.1841,regionalized,cat-95965
1869,95967,702449.789,10.0,0.148,regionalized,cat-95967
1870,95971,5419350.166,8.8261,0.269,regionalized,cat-95971
1871,95972,5500350.166,7.3413,0.4226,regionalized,cat-95972
1872,95974,978749.946,10.0,0.1778,regionalized,cat-95974
1873,95975,7607250.418,7.9527,0.3518,regionalized,cat-95975
1874,95976,803699.91,10.0,0.1585,regionalized,cat-95976
1875,95978,1327050.243,10.0,0.1306,regionalized,cat-95978
1876,95980,4544100.027,6.8626,0.488,regionalized,cat-95980
1877,95989,1858949.743,9.676,0.2061,regionalized,cat-95989
1878,95991,3501000.032,9.068,0.2491,regionalized,cat-95991
1879,95992,5867999.833,9.2745,0.2349,regionalized,cat-95992
1880,95994,7234649.595,8.37,0.3099,regionalized,cat-95994
1881,95996,6152850.428,8.8168,0.2701,regionalized,cat-95996
1882,95997,6439500.27,8.4214,0.3048,regionalized,cat-95997
1883,95998,1845450.0,9.9221,0.1912,regionalized,cat-95998
1884,95999,8434799.352,7.6009,0.392,regionalized,cat-95999
1885,96000,8199900.27,8.3518,0.3119,regionalized,cat-96000
1886,96002,5994900.346,8.1731,0.3285,regionalized,cat-96002
1887,96003,4550400.36,8.302,0.3152,regionalized,cat-96003
1888,96005,4119300.22,8.7173,0.2775,regionalized,cat-96005
1889,96006,6257250.189,8.2815,0.3179,regionalized,cat-96006
1890,96013,4706100.054,8.0005,0.3455,regionalized,cat-96013
1891,96015,3198149.744,9.4306,0.223,regionalized,cat-96015
1892,96016,5097150.076,9.2965,0.2331,regionalized,cat-96016
1893,96017,8890649.509,8.3916,0.3083,regionalized,cat-96017
1894,96018,4241250.171,8.2464,0.3203,regionalized,cat-96018
1895,96019,8516700.279,8.2746,0.3194,regionalized,cat-96019
1896,96020,5889150.302,8.652,0.2839,regionalized,cat-96020
1897,96021,2664449.523,9.4456,0.2216,regionalized,cat-96021
1898,96022,4595850.666,8.5765,0.29,regionalized,cat-96022
1899,96023,8923950.45,8.7532,0.2762,regionalized,cat-96023
1900,96026,1466549.708,9.8326,0.1961,regionalized,cat-96026
1901,96027,2942549.793,9.8203,0.1979,regionalized,cat-96027
1902,96030,689400.198,9.7434,0.2003,regionalized,cat-96030
1903,96031,7366049.626,5.7228,0.6927,regionalized,cat-96031
1904,96034,9600749.955,4.413,1.0338,regionalized,cat-96034
1905,96035,4924349.955,10.0,0.1976,calibrated,cat-96035
1906,96038,1402650.027,10.0,0.1827,regionalized,cat-96038
1907,96041,5611950.405,9.5648,0.215,regionalized,cat-96041
1908,96044,5803650.702,5.8773,0.6599,regionalized,cat-96044
1909,96045,4424399.627,8.9628,0.2577,regionalized,cat-96045
1910,96051,704700.067,9.9141,0.1901,regionalized,cat-96051
1911,96052,3597750.135,8.0417,0.3405,regionalized,cat-96052
1912,96054,3336750.238,9.9768,0.1889,regionalized,cat-96054
1913,96055,4098599.73,9.4533,0.2219,regionalized,cat-96055
1914,96056,6836849.087,7.9616,0.3506,regionalized,cat-96056
1915,96057,8910899.59,8.5628,0.2927,regionalized,cat-96057
1916,96058,1930500.554,9.5651,0.2131,regionalized,cat-96058
1917,96062,2331450.392,9.8127,0.198,regionalized,cat-96062
1918,96064,7566749.203,6.9496,0.4773,regionalized,cat-96064
1919,96066,5194800.297,9.4801,0.2205,regionalized,cat-96066
1920,96068,7712999.113,8.213,0.3252,regionalized,cat-96068
1921,96076,1130849.847,10.0,0.1352,regionalized,cat-96076
1922,96078,10238850.598,8.2043,0.3268,regionalized,cat-96078
1923,96080,3078000.189,9.5945,0.212,regionalized,cat-96080
1924,96084,3802500.657,9.3911,0.226,regionalized,cat-96084
1925,96085,3462299.807,8.2461,0.3198,regionalized,cat-96085
1926,96088,3953250.166,9.7679,0.2016,regionalized,cat-96088
1927,96089,4241249.874,8.4988,0.2966,regionalized,cat-96089
1928,96091,3503699.977,9.9894,0.1883,regionalized,cat-96091
1929,96093,5247899.181,9.535,0.2169,regionalized,cat-96093
1930,96096,2519550.855,10.0,0.1809,regionalized,cat-96096
1931,96098,3679650.103,9.5951,0.2123,regionalized,cat-96098
1932,96100,1813049.77,10.0,0.1497,regionalized,cat-96100
1933,96101,5044949.73,8.7689,0.2736,regionalized,cat-96101
1934,96103,1404450.139,10.0,0.1747,regionalized,cat-96103
1935,96106,5010299.775,8.6032,0.2878,regionalized,cat-96106
1936,96107,2217600.171,10.0,0.1742,regionalized,cat-96107
1937,96109,1719449.874,9.544,0.2143,regionalized,cat-96109
1938,96111,3720600.324,8.6984,0.2789,regionalized,cat-96111
1939,96113,3971699.703,9.5523,0.2152,regionalized,cat-96113
1940,96114,1950749.946,10.0,0.1975,calibrated,cat-96114
1941,96116,2378250.185,10.0,0.1903,calibrated,cat-96116
1942,96120,12028050.103,8.4919,0.2998,regionalized,cat-96120
1943,96121,5666850.333,9.118,0.2463,regionalized,cat-96121
1944,96122,3937050.274,10.0,0.1884,calibrated,cat-96122
1945,96123,941849.753,10.0,0.1829,calibrated,cat-96123
1946,96132,2800349.937,10.0,0.1884,calibrated,cat-96132
1947,96134,2368800.05,9.8746,0.1944,regionalized,cat-96134
1948,96135,10349.982,4.8807,0.8484,regionalized,cat-96135
1949,96136,3618900.657,9.1822,0.2407,regionalized,cat-96136
1950,96137,3373200.306,9.1822,0.2406,regionalized,cat-96137
1951,96138,3321899.779,9.3503,0.2286,regionalized,cat-96138
1952,96139,4968899.793,10.0,0.2021,calibrated,cat-96139
1953,96140,4870350.09,9.3823,0.227,regionalized,cat-96140
1954,96141,6518250.382,9.0995,0.248,regionalized,cat-96141
1955,96142,6004350.495,8.4366,0.3032,regionalized,cat-96142
1956,96145,4618800.545,9.3047,0.2324,regionalized,cat-96145
1957,96146,6043950.0,9.289,0.234,regionalized,cat-96146
1958,96149,3961799.847,10.0,0.1903,calibrated,cat-96149
1959,96150,4463549.37,10.0,0.1872,calibrated,cat-96150
1960,96151,5028300.022,10.0,0.1719,regionalized,cat-96151
1961,96152,3411900.045,9.7254,0.204,regionalized,cat-96152
1962,96153,3563999.838,10.0,0.1817,regionalized,cat-96153
1963,96154,6032250.099,10.0,0.194,calibrated,cat-96154
1964,96156,5823899.811,10.0,0.2006,calibrated,cat-96156
1965,96158,15357599.69,10.0,0.2083,calibrated,cat-96158
1966,96163,1192049.811,9.791,0.1983,regionalized,cat-96163
1967,96164,15704549.527,10.0,0.2176,calibrated,cat-96164
1968,96174,1404449.937,10.0,0.1887,calibrated,cat-96174
1969,96175,8700749.339,9.1576,0.2442,regionalized,cat-96175
1970,96176,1167749.757,10.0,0.1846,calibrated,cat-96176
1971,96178,6233400.342,9.1008,0.2479,regionalized,cat-96178
1972,96180,3729600.657,10.0,0.1836,calibrated,cat-96180
1973,96181,12740850.549,10.0,0.2047,calibrated,cat-96181
1974,96185,6928649.978,9.1599,0.2436,regionalized,cat-96185
1975,96186,3630599.721,9.3766,0.2269,regionalized,cat-96186
1976,96187,8319600.252,7.8692,0.3613,regionalized,cat-96187
1977,96188,6027750.081,8.2238,0.3235,regionalized,cat-96188
1978,96189,5242950.252,9.5874,0.2134,regionalized,cat-96189
1979,96190,8707949.708,10.0,0.2003,calibrated,cat-96190
1980,96193,3536549.725,9.5089,0.2179,regionalized,cat-96193
1981,96194,4324500.18,9.2833,0.2338,regionalized,cat-96194
1982,96195,4240349.973,8.5295,0.2939,regionalized,cat-96195
1983,96197,10840949.91,8.8349,0.2699,regionalized,cat-96197
1984,96199,2015099.752,9.8201,0.1973,regionalized,cat-96199
1985,96201,6156000.23,8.6171,0.2871,regionalized,cat-96201
1986,96203,2972250.103,10.0,0.1841,regionalized,cat-96203
1987,96205,12094200.522,8.0177,0.3464,regionalized,cat-96205
1988,96212,3165750.297,8.9317,0.2595,regionalized,cat-96212
1989,96213,2691900.446,9.445,0.2217,regionalized,cat-96213
1990,96214,4380299.293,9.2421,0.2368,regionalized,cat-96214
1991,96215,16435799.078,7.4565,0.4118,regionalized,cat-96215
1992,96216,9994950.549,8.1853,0.3287,regionalized,cat-96216
1993,96218,3748049.721,9.6737,0.2073,regionalized,cat-96218
1994,96220,8847899.946,8.2758,0.3194,regionalized,cat-96220
1995,96222,5836050.337,8.795,0.2718,regionalized,cat-96222
1996,96227,1526849.703,10.0,0.1842,regionalized,cat-96227
1997,96229,606150.041,10.0,0.1311,regionalized,cat-96229
1998,96230,4398300.459,9.3867,0.2266,regionalized,cat-96230
1999,96235,3478049.869,9.8032,0.1992,regionalized,cat-96235
2000,96236,3509999.568,10.0,0.1851,calibrated,cat-96236
2001,96237,5495849.824,9.2625,0.2357,regionalized,cat-96237
2002,96238,6138899.694,7.5837,0.3931,regionalized,cat-96238
2003,96241,3451499.82,9.4328,0.223,regionalized,cat-96241
2004,96242,4411799.838,8.5862,0.289,regionalized,cat-96242
2005,96266,14581349.798,10.0,0.2085,calibrated,cat-96266
2006,96268,745199.582,9.9982,0.1854,regionalized,cat-96268
2007,96269,3123900.027,9.9744,0.189,regionalized,cat-96269
2008,96272,3799800.238,10.0,0.1848,calibrated,cat-96272
2009,96273,11137049.806,10.0,0.2197,calibrated,cat-96273
2010,96275,7150949.838,8.78,0.2736,regionalized,cat-96275
2011,96277,3104099.896,10.0,0.184,calibrated,cat-96277
2012,96278,7472700.68,9.1813,0.2422,regionalized,cat-96278
2013,96279,6114600.707,8.95,0.2594,regionalized,cat-96279
2014,96280,10723949.847,8.8392,0.2695,regionalized,cat-96280
2015,96283,4379850.247,8.2236,0.3226,regionalized,cat-96283
2016,96284,3167550.301,10.0,0.1903,calibrated,cat-96284
2017,96285,6056549.829,8.7456,0.2761,regionalized,cat-96285
2018,96287,5592150.072,10.0,0.1879,calibrated,cat-96287
2019,96289,3479850.009,10.0,0.1833,calibrated,cat-96289
2020,96290,3959999.694,8.9725,0.2568,regionalized,cat-96290
2021,96292,4783500.139,10.0,0.2039,calibrated,cat-96292
2022,96293,3748500.022,8.4398,0.3017,regionalized,cat-96293
2023,96294,12517200.135,7.7672,0.3739,regionalized,cat-96294
2024,96297,5492699.401,8.5792,0.2901,regionalized,cat-96297
2025,96300,4322249.523,8.5481,0.2923,regionalized,cat-96300
2026,96301,8104050.635,8.2296,0.3237,regionalized,cat-96301
2027,96302,8364599.622,8.407,0.3067,regionalized,cat-96302
2028,96303,4699350.0,9.1164,0.2461,regionalized,cat-96303
2029,96304,3267900.279,9.5417,0.2156,regionalized,cat-96304
2030,96305,4073399.654,10.0,0.1903,calibrated,cat-96305
2031,96306,6214949.293,8.8545,0.2671,regionalized,cat-96306
2032,96307,9917550.369,8.3435,0.3132,regionalized,cat-96307
2033,96308,4315950.135,10.0,0.1854,calibrated,cat-96308
2034,96309,4310099.874,8.0736,0.3377,regionalized,cat-96309
2035,96310,5782950.144,8.9088,0.2626,regionalized,cat-96310
2036,96312,4822200.405,10.0,0.1853,calibrated,cat-96312
2037,96313,3234599.717,8.7025,0.2783,regionalized,cat-96313
2038,96314,16244099.348,7.8363,0.3669,regionalized,cat-96314
2039,96318,3901949.91,9.2693,0.2345,regionalized,cat-96318
2040,96319,9998100.405,10.0,0.1903,calibrated,cat-96319
2041,96320,3001049.717,9.5702,0.2136,regionalized,cat-96320
2042,96321,4549950.112,9.1773,0.2415,regionalized,cat-96321
2043,96323,3320999.987,9.9085,0.1929,regionalized,cat-96323
2044,96324,3862350.068,8.9541,0.2581,regionalized,cat-96324
2045,96325,9477000.202,10.0,0.1976,calibrated,cat-96325
